[2025-09-11 11:56:29,409] INFO     {datahub.cli.ingest_cli:151} - DataHub CLI version: 1.2.0.6
[2025-09-11 11:56:29,550] INFO     {datahub.ingestion.run.pipeline:225} - Sink configured successfully. DataHubRestEmitter: configured to talk to https://dgov-prod-awsuse1-1.edbcorp.net/api/gms with token: eyJh**********hRHg
[2025-09-11 11:56:31,097] INFO     {datahub.ingestion.run.pipeline:254} - Source configured successfully.
[2025-09-11 11:56:31,148] INFO     {datahub.cli.ingest_cli:132} - Starting metadata ingestion
/home/profiles/krishna.vishwakarma/.local/lib/python3.10/site-packages/great_expectations/util.py:55: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import Distribution
[2025-09-11 11:56:34,224] WARNING  {py.warnings:109} - /home/profiles/krishna.vishwakarma/.local/lib/python3.10/site-packages/datahub/ingestion/source/sql/postgres.py:296: RemovedIn20Warning: Deprecated API features detected! These feature(s) are not compatible with SQLAlchemy 2.0. To prevent incompatible upgrades prior to updating applications, ensure requirements files are pinned to "sqlalchemy<2.0". Set environment variable SQLALCHEMY_WARN_20=1 to show all deprecation warnings.  Set environment variable SQLALCHEMY_SILENCE_UBER_WARNING=1 to silence this message. (Background on SQLAlchemy 2.0 at: https://sqlalche.me/e/b8d9)
  for row in conn.execute(

[2025-09-11 11:56:50,749] INFO     {datahub.ingestion.source.ge_data_profiler:1220} - Will profile 66 table(s) with 40 worker(s) - this may take a while
[2025-09-11 11:56:50,798] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.sf_billto
[2025-09-11 11:56:50,806] WARNING  {py.warnings:109} - /home/profiles/krishna.vishwakarma/.local/lib/python3.10/site-packages/great_expectations/data_context/data_context/abstract_data_context.py:2705: DeprecationWarning: create_expectation_suite is deprecated as of v0.15.48 and will be removed in v0.18. Please use add_expectation_suite or add_or_update_expectation_suite instead.
  warnings.warn(

[2025-09-11 11:56:50,852] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.w_user_portal
[2025-09-11 11:56:50,887] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.campaign
[2025-09-11 11:56:50,889] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.w_lead
[2025-09-11 11:56:50,924] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.account_field_history
[2025-09-11 11:56:50,947] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.w_task
[2025-09-11 11:56:50,953] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.opportunityclose_history
[2025-09-11 11:56:50,960] WARNING  {py.warnings:109} - /home/profiles/krishna.vishwakarma/.local/lib/python3.10/site-packages/datahub/utilities/sqlalchemy_query_combiner.py:332: SADeprecationWarning: The Select.append_from() method is deprecated and will be removed in a future release.  Use the generative method Select.select_from(). (deprecated since: 1.4)
  combined_query.append_from(cte)

[2025-09-11 11:56:51,026] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.leadhistory
[2025-09-11 11:56:51,076] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.contact_history
[2025-09-11 11:56:51,167] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.w_contact
[2025-09-11 11:56:51,267] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.w_user
[2025-09-11 11:56:51,464] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.clari_user
[2025-09-11 11:56:51,738] INFO     {datahub.ingestion.source.ge_data_profiler:1425} - Finished profiling edb_admin.reporting.w_lead; took 0.849 seconds
[2025-09-11 11:56:51,863] INFO     {datahub.ingestion.source.ge_data_profiler:1425} - Finished profiling edb_admin.reporting.w_user; took 0.596 seconds
[2025-09-11 11:56:52,107] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.w_account
[2025-09-11 11:56:52,147] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.clari_arr
[2025-09-11 11:56:52,242] INFO     {datahub.ingestion.source.ge_data_profiler:1425} - Finished profiling edb_admin.reporting.clari_user; took 0.778 seconds
[2025-09-11 11:56:52,312] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.leads
[2025-09-11 11:56:52,779] INFO     {datahub.ingestion.source.ge_data_profiler:1425} - Finished profiling edb_admin.reporting.clari_arr; took 0.633 seconds
[2025-09-11 11:56:52,921] INFO     {datahub.ingestion.source.ge_data_profiler:1425} - Finished profiling edb_admin.reporting.w_account; took 0.815 seconds
[2025-09-11 11:56:53,127] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.w_workbench
[2025-09-11 11:56:53,199] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.contract
[2025-09-11 11:56:53,271] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.website_transactions
[2025-09-11 11:56:53,607] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.repositories_csmith_logs
[2025-09-11 11:56:53,755] INFO     {datahub.ingestion.source.ge_data_profiler:1403} - Profiling edb_admin.reporting.opportunityfieldhistory
